store_type,store,owned/rented,own_rent,city,rating,address,total_sqft,employees,programs,programs_val,Dpmo
Bank,1,rented,2,Jalandar,2,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",1143,25,Helix,4,80
Pharmacy,7,rented,2,Dwarka,2,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",1142,11,Locker,3,90
Gym,4,owned,1,CP,2,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",1000,12,Locker,3,52
Departmental Store,2,owned,1,Gurgaon,5,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",36125,10,Locker,3,3
Gym,4,owned,1,Dwarka,3,"E/1-282, Gauravaddo, Calangute, Goa 403516",19890,11,3P,1,16
Movie theater,6,owned,1,Chandigarh,4,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",15600,11,3P,1,54
Bank,1,owned,1,Mumbai,5,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",20002,18,3P,1,3
Gym,4,owned,1,Gandhinagar,3,"Rakh Bagh, Koh - E - Fiza, Ludhiana, Punjab 141001",2800,3,3P,1,14
Grocery,3,rented,2,Noida,5,"Velgau, Santa Inez, Panaji, Goa 403001",36125,15,Locker,3,45
Gym,4,rented,2,Gandhinagar,3,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",2837,5,Locker,3,90
Movie theater,6,owned,1,Gurgaon,3,"BAY SHOP NO 53, 15D, Sector 15, Chandigarh, 160015",7669,5,3P,1,12
Grocery,3,owned,1,Noida,3,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",15600,14,Locker,3,90
Grocery,3,owned,1,Chandigarh,3,"Shop No 4. 17, Hill Road, Near Mehboob Studio Opposite Damian Showroom, Bandra West, Mumbai, Maharashtra 400050",1299,4,Locker,3,13
Lifestyle Store,5,owned,1,Noida,3,"4N Block, Srirampura, Bengaluru, Karnataka 560021",30875,5,Locker,3,45
Bank,1,rented,2,Dwarka,3,"4N Block, Srirampura, Bengaluru, Karnataka 560021",2837,10,Locker,3,67
Gym,4,rented,2,Ahemdabad,3,"E/1-282, Gauravaddo, Calangute, Goa 403516",1899,11,Locker,3,45
Pharmacy,7,rented,2,Mumbai,3,"Hambran Rd, Partap Singhwala, Ludhiana, Punjab 141008",12983,10,IHS,2,45
Grocery,3,owned,1,Chandigarh,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",1514,11,Locker,3,3
Grocery,3,rented,2,Amritsar,5,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",1953,5,Locker,3,4
Departmental Store,2,rented,2,Noida,3,"Chintel House, 501, National Highway 25, 16, Station Rd, Udaiganj, Lalkuan, Lucknow, Uttar Pradesh 226019",1899,11,3P,1,8
Movie theater,6,owned,1,Noida,5,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",11000,6,Locker,3,28
Departmental Store,2,owned,1,Gurgaon,3,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",23413,5,IHS,2,32
Grocery,3,owned,1,Dwarka,5,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",1299,4,IHS,2,8
Movie theater,6,owned,1,Mumbai,3,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",2092,20,3P,1,54
Departmental Store,2,owned,1,Gurgaon,5,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",1800,25,IHS,2,20
Gym,4,owned,1,Mumbai,2,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",1800,6,IHS,2,45
Gym,4,rented,2,Pune,4,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",6636,20,IHS,2,45
Pharmacy,7,rented,2,Dwarka,5,"The Westin Hotel, Number 1, MG Road, Sector 29, Gurugram, Haryana 122009",23452,6,Locker,3,50
Movie theater,6,rented,2,Gurgaon,3,"SCO-59, 60 Near-Huda Market, Near Apollo Clinic, Sector 56, Gurugram, Haryana 122002",1800,11,Locker,3,54
Departmental Store,2,owned,1,Gurgaon,3,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",23413,11,3P,1,90
Restraunt,7,rented,2,Ghaziabad,1,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",1200,12,Locker,3,45
Gym,4,owned,1,Karol Bagh,1,"Royal Calcutta Golf Club, Prince Golam Mohammad Shah Rd, Golf Gardens, Tollygunge, Kolkata, West Bengal 700095",7275,20,3P,1,23
Restraunt,7,rented,2,Ghaziabad,2,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",1000,25,Locker,3,81
Movie theater,6,owned,1,Mumbai,4,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",23452,11,Locker,3,23
Lifestyle Store,5,owned,1,Noida,2,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",20002,4,IHS,2,32
Departmental Store,2,owned,1,Noida,2,"Sco 80, 81, 4th Floor, Bridge Market, 17C, Chandigarh, 160017",23452,10,Locker,3,14
Departmental Store,2,owned,1,Noida,1,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",1326,10,Locker,3,22
Restraunt,7,owned,1,Gurgaon,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",23452,10,3P,1,16
Movie theater,6,rented,2,CP,2,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",18002,10,IHS,2,3
Gym,4,owned,1,Noida,5,"SCO 85, Inner Market, 35C, Chandigarh, 160022",2800,11,Helix,4,89
Pharmacy,7,rented,2,Chandigarh,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",20000,12,Locker,3,72
Pharmacy,7,rented,2,Dwarka,3,"BAY SHOP NO 53, 15D, Sector 15, Chandigarh, 160015",23413,6,Helix,4,81
Grocery,3,rented,2,Gurgaon,3,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",5690,30,IHS,2,45
Bank,1,owned,1,CP,3,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",1953,24,Locker,3,70
Movie theater,6,owned,1,Noida,2,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",20002,4,Locker,3,13
Movie theater,6,rented,2,CP,4,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",1299,14,IHS,2,45
Movie theater,6,owned,1,Mumbai,5,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",1200,10,Locker,3,50
Pharmacy,7,owned,1,Ghaziabad,2,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",35000,20,3P,1,81
Grocery,3,owned,1,Gurgaon,5,"Vivek Khand 3, Gomti Nagar, Lucknow, Uttar Pradesh 226010",1299,14,Locker,3,50
Gym,4,owned,1,Dwarka,2,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",18002,11,Locker,3,45
Restraunt,7,owned,1,Gurgaon,5,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",1800,11,Helix,4,54
Gym,4,owned,1,Dwarka,5,"66, Mahatma Gandhi Marg, Hazratganj, Lucknow, Uttar Pradesh 226001",2800,6,Helix,4,8
Pharmacy,7,owned,1,Mumbai,4,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",21000,21,3P,1,71
Movie theater,6,owned,1,CP,3,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",8880,3,3P,1,16
Grocery,3,owned,1,Gandhinagar,3,"Velgau, Santa Inez, Panaji, Goa 403001",2800,10,3P,1,42
Grocery,3,owned,1,Ahemdabad,1,"Shop No 4. 17, Hill Road, Near Mehboob Studio Opposite Damian Showroom, Bandra West, Mumbai, Maharashtra 400050",1858,12,3P,1,81
Grocery,3,rented,2,Gurgaon,3,"251, Sector 37A, Sector 37, Chandigarh, 160036",6630,12,Helix,4,15
Grocery,3,rented,2,Gurgaon,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",3864,10,3P,1,95
Restraunt,7,rented,2,Nagpur,5,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",10638,11,3P,1,89
Departmental Store,2,rented,2,Noida,3,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",2837,10,IHS,2,89
Movie theater,6,owned,1,CP,3,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",2837,5,IHS,2,20
Pharmacy,7,owned,1,Ahemdabad,4,"E/1-282, Gauravaddo, Calangute, Goa 403516",1234,8,IHS,2,31
Restraunt,7,rented,2,Dwarka,3,"Mathura Rd, Opposite Mohan Estata Metro Station, Delhi Metro Housing Complex, Ali Extension, Madanpur Khadar, New Delhi, Delhi 110076",10125,11,IHS,2,24
Bank,1,owned,1,Gurgaon,3,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",2145,4,3P,1,5
Grocery,3,rented,2,Mumbai,4,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",3864,7,Locker,3,8
Bank,1,owned,1,CP,3,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",10638,12,3P,1,11
Pharmacy,7,rented,2,Mumbai,3,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",2092,12,Locker,3,89
Movie theater,6,owned,1,Jalandar,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",2837,11,Locker,3,45
Lifestyle Store,5,owned,1,CP,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",74767,10,Locker,3,45
Bank,1,owned,1,Noida,2,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",3300,11,3P,1,81
Pharmacy,7,owned,1,Noida,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",12983,10,Locker,3,45
Restraunt,7,rented,2,Jalandar,4,"E/1-282, Gauravaddo, Calangute, Goa 403516",6636,8,Locker,3,26
Movie theater,6,owned,1,Gurgaon,5,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",11000,3,IHS,2,50
Gym,4,owned,1,Noida,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",10000,11,3P,1,15
Movie theater,6,rented,2,Gurgaon,3,"Velgau, Santa Inez, Panaji, Goa 403001",1299,10,IHS,2,90
Movie theater,6,owned,1,Ghaziabad,3,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",23413,10,IHS,2,95
Grocery,3,owned,1,Gurgaon,2,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",2800,20,IHS,2,12
Lifestyle Store,5,owned,1,Mumbai,3,"66 d, Beauty Avenue, Amritsar, Punjab 143104",9431,12,Helix,4,81
Pharmacy,7,owned,1,Nagpur,4,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",1234,18,Locker,3,67
Restraunt,7,owned,1,Noida,3,"3, Dwarka, Shastri Hall, Tardeo Road, Opposite Bhatia Hospital, Mumbai, Maharashtra 400007",1299,11,3P,1,15
Pharmacy,7,owned,1,Mumbai,3,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",1000,12,Locker,3,42
Restraunt,7,owned,1,Mumbai,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",4219,10,3P,1,3
Grocery,3,owned,1,Ghaziabad,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",6362,10,Locker,3,13
Gym,4,rented,2,Dwarka,5,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",23413,11,IHS,2,16
Pharmacy,7,owned,1,CP,3,"SCO 253, Sector 44-C, Near Canara Bank, Chandigarh, 160047",1800,8,Locker,3,81
Restraunt,7,owned,1,Noida,5,"5P, Ashutosh mukherjee road, First floor, Kolkata, West Bengal 700020",18002,5,3P,1,95
Movie theater,6,owned,1,Chandigarh,1,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",11000,10,IHS,2,45
Movie theater,6,owned,1,Ahemdabad,1,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",1299,5,IHS,2,18
Pharmacy,7,owned,1,Karol Bagh,3,"6, New Market, Totu, Shimla, Himachal Pradesh 171011",1100,11,3P,1,16
Pharmacy,7,owned,1,Ghaziabad,5,"B-108 Near Classic Chauraha, Mahanagar, Lucknow, Uttar Pradesh 226006",11000,12,Helix,4,8
Movie theater,6,owned,1,Ghaziabad,3,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",18002,10,Locker,3,90
Grocery,3,owned,1,Gurgaon,4,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",18002,12,IHS,2,81
Restraunt,7,owned,1,Dwarka,3,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",9230,10,3P,1,35
Restraunt,7,rented,2,Gurgaon,1,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",11000,15,Locker,3,50
Lifestyle Store,5,rented,2,Ghaziabad,2,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",15600,6,Helix,4,31
Bank,1,owned,1,Mumbai,2,"The Westin Hotel, Number 1, MG Road, Sector 29, Gurugram, Haryana 122009",2151,12,IHS,2,24
Grocery,3,owned,1,Mumbai,3,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",2498,12,IHS,2,91
Movie theater,6,rented,2,Noida,5,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",11000,3,Helix,4,16
Movie theater,6,owned,1,Noida,3,"Shop No 2043, Burail, Sector 45, A, Chandigarh 160047",2837,12,3P,1,56
Movie theater,6,owned,1,Gurgaon,1,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",2837,14,Locker,3,23
Bank,1,owned,1,Gurgaon,4,"E/1-282, Gauravaddo, Calangute, Goa 403516",23413,10,IHS,2,10
Departmental Store,2,rented,2,Gurgaon,3,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",2800,30,Locker,3,50
Movie theater,6,owned,1,Mumbai,2,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",2140,12,Locker,3,89
Bank,1,owned,1,Karol Bagh,1,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",11000,25,IHS,2,59
Departmental Store,2,rented,2,Gurgaon,1,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",10125,11,IHS,2,8
Pharmacy,7,owned,1,Gurgaon,2,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",2838,12,Locker,3,13
Restraunt,7,rented,2,Gurgaon,5,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",1230,30,Locker,3,23
Restraunt,7,owned,1,Dwarka,2,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",36125,11,IHS,2,50
Departmental Store,2,rented,2,Mumbai,4,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",23413,25,IHS,2,81
Restraunt,7,rented,2,Dwarka,1,"Chintel House, 501, National Highway 25, 16, Station Rd, Udaiganj, Lalkuan, Lucknow, Uttar Pradesh 226019",11000,3,3P,1,95
Grocery,3,owned,1,Mumbai,4,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",19890,3,Locker,3,15
Movie theater,6,rented,2,Jalandar,3,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",23413,13,Locker,3,54
Movie theater,6,owned,1,Gurgaon,2,"B-108 Near Classic Chauraha, Mahanagar, Lucknow, Uttar Pradesh 226006",23413,3,Helix,4,45
Gym,4,rented,2,CP,1,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",7270,10,IHS,2,54
Lifestyle Store,5,owned,1,Mumbai,5,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",18002,7,Locker,3,67
Pharmacy,7,owned,1,Ghaziabad,4,"97/1-a, Near Modi Hospital, Khirki, Main Press Enclave Road, Malviya Nagar, Malviya Nagar, Khirki Extension, Khidki Village, Malviya Nagar, New Delhi, Delhi 110017",30875,11,IHS,2,8
Bank,1,owned,1,Dwarka,3,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",1200,10,Locker,3,20
Restraunt,7,owned,1,Gurgaon,3,"Velgau, Santa Inez, Panaji, Goa 403001",10125,6,3P,1,3
Gym,4,owned,1,Dwarka,2,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",1299,25,3P,1,8
Restraunt,7,owned,1,Gandhinagar,2,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",15000,10,Locker,3,23
Pharmacy,7,rented,2,Mumbai,2,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",1200,3,Locker,3,8
Departmental Store,2,rented,2,Mumbai,5,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",23413,3,3P,1,14
Bank,1,rented,2,Mumbai,3,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",23413,12,Locker,3,23
Movie theater,6,rented,2,Noida,1,"66, Mahatma Gandhi Marg, Hazratganj, Lucknow, Uttar Pradesh 226001",10077,3,Locker,3,26
Grocery,3,owned,1,Mumbai,2,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",2301,12,3P,1,18
Bank,1,rented,2,Gurgaon,5,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",1200,10,Locker,3,20
Bank,1,owned,1,Noida,5,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",1299,10,IHS,2,39
Grocery,3,owned,1,Gurgaon,4,"SCO-59, 60 Near-Huda Market, Near Apollo Clinic, Sector 56, Gurugram, Haryana 122002",18002,3,Locker,3,55
Grocery,3,owned,1,Gurgaon,5,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",1000,30,3P,1,3
Movie theater,6,owned,1,Noida,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",2178,10,Locker,3,95
Movie theater,6,owned,1,CP,5,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",1830,5,3P,1,80
Gym,4,owned,1,Mumbai,4,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",23452,11,3P,1,8
Departmental Store,2,owned,1,Noida,1,"12, Chandragupta Marg, Chanakyapuri, New Delhi, Delhi 110021",1800,12,Helix,4,24
Departmental Store,2,owned,1,Noida,2,"Shop No 11, Viman Pride, Viman Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014",35000,7,IHS,2,50
Pharmacy,7,rented,2,Dwarka,3,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",2630,3,3P,1,90
Pharmacy,7,owned,1,Ahemdabad,3,"5P, Ashutosh mukherjee road, First floor, Kolkata, West Bengal 700020",1299,5,Locker,3,42
Restraunt,7,owned,1,Dwarka,4,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",18002,3,Helix,4,45
Bank,1,owned,1,Mumbai,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",2837,5,Locker,3,45
Grocery,3,owned,1,Gurgaon,1,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",23413,20,Locker,3,10
Grocery,3,owned,1,Gurgaon,5,"BAY SHOP NO 53, 15D, Sector 15, Chandigarh, 160015",1299,10,3P,1,15
Gym,4,owned,1,Noida,3,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",35000,3,3P,1,65
Movie theater,6,rented,2,Gurgaon,4,"251, Sector 37A, Sector 37, Chandigarh, 160036",2309,25,Locker,3,45
Grocery,3,owned,1,Noida,3,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",1200,5,3P,1,8
Bank,1,owned,1,CP,1,"Rakh Bagh, Koh - E - Fiza, Ludhiana, Punjab 141001",1200,10,3P,1,45
Grocery,3,owned,1,CP,3,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",15000,8,IHS,2,3
Restraunt,7,owned,1,CP,5,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",1800,4,IHS,2,67
Grocery,3,owned,1,Ahemdabad,3,"SCO 253, Sector 44-C, Near Canara Bank, Chandigarh, 160047",10000,10,Locker,3,52
Movie theater,6,owned,1,Dwarka,5,"1076/2, Fatehabad Rd, Opposite Hotel ITC Mughal, Tajganj, Agra, Uttar Pradesh 282001",1953,7,Helix,4,22
Lifestyle Store,5,owned,1,Pune,4,"Shop No 2043, Burail, Sector 45, A, Chandigarh 160047",11000,11,3P,1,16
Movie theater,6,owned,1,Mumbai,3,"E11, Prateek Center, 1st Floor, 8, Wazirpura Rd, Sanjay Place, Agra, Uttar Pradesh 282002",23413,6,3P,1,50
Departmental Store,2,owned,1,Mumbai,2,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",1800,10,Helix,4,20
Movie theater,6,owned,1,Gurgaon,4,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",18002,7,Helix,4,12
Pharmacy,7,owned,1,Amritsar,3,"Shop No 2043, Burail, Sector 45, A, Chandigarh 160047",1858,11,3P,1,45
Bank,1,rented,2,Gurgaon,3,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",15000,10,Helix,4,3
Gym,4,owned,1,Ghaziabad,5,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",2630,12,IHS,2,13
Movie theater,6,owned,1,Gurgaon,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",1200,14,3P,1,32
Movie theater,6,owned,1,Karol Bagh,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",23452,5,Locker,3,56
Gym,4,owned,1,Dwarka,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",23452,11,Locker,3,59
Departmental Store,2,owned,1,Mumbai,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",10638,12,Locker,3,81
Gym,4,owned,1,Mumbai,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",23413,8,Locker,3,55
Movie theater,6,rented,2,Mumbai,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",3945,20,IHS,2,21
Pharmacy,7,owned,1,Mumbai,3,"3, Dwarka, Shastri Hall, Tardeo Road, Opposite Bhatia Hospital, Mumbai, Maharashtra 400007",36125,3,IHS,2,59
Lifestyle Store,5,owned,1,Ghaziabad,3,"SCO 219 36 D, Chandigarh, 160036",15000,3,Locker,3,90
Gym,4,owned,1,Gurgaon,3,"B-108 Near Classic Chauraha, Mahanagar, Lucknow, Uttar Pradesh 226006",64000,10,3P,1,96
