store_type,availability,location,rating  ,society,total_sqft,employees ,programs,programs_val,Dpmo
Super Market,Ready To Move,Poorna Pragna Layout,7,,34750,6,IHS,2,32
Super Market,18-Jan,Sarjapur  Road,4,Prarkun,21000,42,IHS,2,49
Super Market,Ready To Move,Sultan Palaya,2,Prhtsok,35500,4,Locker,3,35
General Store,Ready To Move,Horamavu Agara,3,,38500,18,IHS,2,12
Super Market,Ready To Move,Govindraja Nagar,2,Adeatlm,10000,38,Helix,4,45
General Store,Ready To Move,Battarahalli,2,,29900,14,Locker,3,8
Super Market,Ready To Move,Austin Town,1,HovasTe,28625,5,3P,1,31
Super Market,43939,Chandra Layout,3,,34625,17,IHS,2,25
Super Market,Ready To Move,Singasandra,4,Rancy R,13320,37,IHS,2,10
Drug Store,44061,Chennammanakere Achukattu,2,,8487,0,Locker,3,69
Super Market,Ready To Move,Magadi Road,2,Shthi S,33650,15,Helix,4,80
Super Market,Ready To Move,Kattigenahalli,7,DNlleks,27325,5,Locker,3,77
Super Market,44185,Malleshwaram,2,Shmes O,33000,25,Locker,3,15
General Store,43939,Sarjapur  Road,3,,29375,19,IHS,2,20
Super Market,18-Dec,Chikka Tirupathi,4,,26300,1,3P,1,52
General Store,Ready To Move,Devanahalli,,,8000,16,Locker,3,92
Super Market,43911,Electronics City Phase 1,1,Oztarol,12000,48,IHS,2,3
Drug Store,Ready To Move,Begur Road,2,,31375,8,IHS,2,81
Super Market,Ready To Move,Kanakpura Road,3,Reciale,28475,27,IHS,2,19
General Store,Ready To Move,Puttanahalli,4,,26750,16,IHS,2,93
Super Market,Ready To Move,Whitefield,1,,75000,25,IHS,2,50
General Store,44182,Kalyan nagar,3,,14400,6,3P,1,60
Super Market,Ready To Move,Cooke Town,2,Prtanha,31375,11,Helix,4,76
Super Market,Ready To Move,Yelahanka,3,Krshi G,25300,24,IHS,2,29
Super Market,Ready To Move,Vasanthapura,2,Bhmesa ,33750,7,Locker,3,95
Super Market,Ready To Move,Sarjapur  Road,3,,87700,36,Helix,4,65
Super Market,Ready To Move,Brookefield,3,Saitya ,12000,39,IHS,2,1
General Store,Ready To Move,Sarjapur  Road,3,Jahts H,27775,3,3P,1,18
General Store,Ready To Move,Electronic City Phase II,3,GaicaVe,22500,16,IHS,2,56
Drug Store,43879,Bannerghatta Road,3,,21600,9,Helix,4,81
General Store,43939,Munnekollal,2,Prtates,29000,12,Locker,3,8
Drug Store,Ready To Move,Judicial Layout,5,,30750,0,Locker,3,55
Super Market,44000,Billekahalli,3,MCnexva,92500,36,Locker,3,15
Super Market,Ready To Move,TC Palaya,8,NaonySy,23750,12,Locker,3,19
Super Market,Ready To Move,Kanakpura Road,3,,18000,7,IHS,2,18
Super Market,Ready To Move,Whitefield,3,Shntsad,11000,47,Helix,4,78
Drug Store,Ready To Move,Banashankari,2,,18000,8,Locker,3,97
Super Market,Ready To Move,Ramagondanahalli,3,Niara S,19030,49,IHS,2,95
Super Market,Ready To Move,Electronic City,2,Emine P,34250,25,Locker,3,98
General Store,Ready To Move,Sunkadakatte,3,,#VALUE!,2,IHS,2,37
Super Market,Ready To Move,KR Puram,2,,9810,2,Helix,4,94
Super Market,Ready To Move,Koppa,7,Sonviik,32930,43,IHS,2,65
Super Market,43939,Kaggadasapura,2,,35500,0,IHS,2,34
Super Market,Ready To Move,Hebbal,3,JRrnauv,42475,12,IHS,2,10
Super Market,Ready To Move,Bhoopsandra,3,Kelmsoy,97500,18,Locker,3,14
Super Market,Ready To Move,Kothanur,3,SLaceda,31000,48,Locker,3,77
Super Market,Ready To Move,M C Layout,6,Vacle P,28000,40,Locker,3,72
Super Market,Ready To Move,Electronic City Phase II,1,Dhalsh ,29475,12,Locker,3,72
Drug Store,Ready To Move,Sarjapur  Road,2,,11610,3,Helix,4,24
Drug Store,Ready To Move,BTM 1st Stage,6,,12000,5,Locker,3,62
Super Market,Ready To Move,Sarjapur  Road,3,Hirio L,41250,43,Locker,3,10
Super Market,Ready To Move,Kodigehalli,3,ARureig,14355,9,IHS,2,34
Super Market,21-Sep,Marathahalli,3,Vasisvi,11250,30,IHS,2,75
Super Market,Ready To Move,Yelahanka New Town,3,KHatsFl,27000,3,Locker,3,57
General Store,Ready To Move,Dasanapura,2,Chllea ,26275,19,IHS,2,75
Super Market,Ready To Move,Mahadevpura,2,SosicCl,31000,16,IHS,2,65
General Store,44183,5th Block Hbr Layout,9,,26450,1,3P,1,33
Super Market,Ready To Move,Iblur Village,3,,28825,18,Locker,3,44
Super Market,Ready To Move,"Beml layout, Rajarajeshwari nagar",4,Inntsa ,31500,5,IHS,2,1
Super Market,Ready To Move,JP Nagar,4,SrncyRe,9000,39,IHS,2,36
Super Market,44062,Lingadheeranahalli,3,,10980,49,IHS,2,85
Super Market,Ready To Move,Akshaya Nagar,3,Bhensa ,39375,18,3P,1,86
Super Market,44030,Malleshwaram,3,,11835,28,IHS,2,71
Super Market,Ready To Move,Hosa Road,2,Lancyey,42750,13,IHS,2,32
General Store,Ready To Move,Green View Layout,2,,9387,7,3P,1,39
General Store,Ready To Move,KR Puram,9,,44000,6,3P,1,19
General Store,Ready To Move,Hormavu,2,,60000,3,IHS,2,43
Drug Store,Ready To Move,Whitefield,3,,13455,3,Locker,3,79
Drug Store,Ready To Move,2nd Stage Arekere Mico Layout,4,AreraRe,30750,9,Helix,4,18
Super Market,Ready To Move,Tumkur Road,3,Srrlsnu,30000,46,IHS,2,29
Drug Store,Ready To Move,OMBR Layout,5,,15500,5,Locker,3,81
General Store,Ready To Move,Margondanahalli,4,,11160,16,Helix,4,2
Super Market,Ready To Move,Sonnenahalli,1,BrdgeNo,30000,45,IHS,2,44
Super Market,Ready To Move,Kothanur,3,,40350,10,Locker,3,87
General Store,43879,Sarakki Nagar,4,,29675,13,Helix,4,74
General Store,44000,Begur Road,2,,13500,19,IHS,2,58
Super Market,Ready To Move,Tumkur Road,3,,31250,1,Locker,3,50
General Store,Ready To Move,Bisuvanahalli,3,SNe 2ev,53750,14,Locker,3,60
Super Market,43939,Vijayanagar,3,PualeSk,28650,26,IHS,2,53
Super Market,Ready To Move,Balagere,1,,12600,10,Locker,3,56
Super Market,Ready To Move,Anekal,3,,28450,41,Locker,3,34
Super Market,43909,Hennur Road,3,Puachal,47925,34,IHS,2,56
Super Market,Ready To Move,Chennammana Kere,3,GrrvaGr,31425,43,IHS,2,78
Super Market,44031,Marathahalli,3,Sasta S,39650,42,Helix,4,90
Super Market,Ready To Move,Hosakerehalli,2,GrrvaGr,16650,20,IHS,2,85
Super Market,Ready To Move,Silk Board,3,Asmosz ,26675,16,Helix,4,17
Super Market,Ready To Move,Meenakunte,3,StwarSi,29900,20,IHS,2,10
Super Market,44092,Hoskote,2,SunceEs,22500,21,3P,1,36
Drug Store,Ready To Move,Akshaya Nagar,2,CoiewSy,60000,1,3P,1,24
Drug Store,Ready To Move,Alur,1,,50500,3,IHS,2,12
Super Market,Ready To Move,Doopanahalli,3,Pantsce,26450,44,3P,1,82
Super Market,Ready To Move,Electronic City,1,Vaniai ,18891,27,IHS,2,37
Super Market,43939,Bellandur,2,Rosha I,32575,47,Locker,3,36
Super Market,Ready To Move,Koramangala,3,Mauner ,27900,33,Locker,3,21
Super Market,Ready To Move,Hebbal,2,Viconth,10800,36,Locker,3,14
Super Market,Ready To Move,Bellandur,2,Shthi S,16575,16,3P,1,8
Super Market,Ready To Move,Sarjapur  Road,2,,28475,31,IHS,2,76
General Store,Ready To Move,Haralur Road,3,,34695,12,Helix,4,80
Drug Store,Ready To Move,2nd Stage Nagarbhavi,4,,13005,4,IHS,2,31
Super Market,44091,Thanisandra,2,GRarken,12060,37,Locker,3,14
Super Market,Ready To Move,Nehru Nagar,2,,41760,7,IHS,2,76
General Store,44030,Haralur Road,2,Sryalan,32500,2,IHS,2,96
Super Market,Ready To Move,Ashwathnagar,2,SJarkte,9945,18,Locker,3,23
Super Market,43911,Sultan Palaya,3,Goues A,19500,14,IHS,2,6
Drug Store,Ready To Move,Avalahalli,2,,36000,2,Helix,4,39
Super Market,Ready To Move,Sri Balaji Krupa Layout,4,Prtates,36600,7,IHS,2,55
Drug Store,Ready To Move,Kanakapura,3,,29500,4,Locker,3,8
Super Market,Ready To Move,Ramamurthy Nagar,2,GRhtiru,30000,5,Locker,3,88
Super Market,Ready To Move,7th Phase JP Nagar,2,,24000,15,Helix,4,98
Drug Store,Ready To Move,Bisuvanahalli,3,,38625,8,IHS,2,38
Super Market,Ready To Move,Banagiri Nagar,3,,39225,21,Locker,3,81
Super Market,Ready To Move,Sarjapur  Road,3,,29125,21,IHS,2,50
Super Market,Ready To Move,Bagalakunte,1,Prionad,3600,18,Locker,3,48
Drug Store,Ready To Move,Ardendale,3,,13590,3,Locker,3,90
Super Market,43908,Kadugodi,2,SLityee,38300,21,IHS,2,40
Super Market,Ready To Move,Kallumantapa,2,DSOakil,42100,7,IHS,2,67
General Store,44026,7th Phase JP Nagar,3,Shont F,25925,4,Locker,3,54
Super Market,Ready To Move,Kamakshipalya,3,Sovar S,26250,10,3P,1,85
General Store,Ready To Move,Hennur Road,3,InockHo,25750,7,IHS,2,94
General Store,Ready To Move,HSR Layout,4,Kenia G,12000,6,Helix,4,68
Super Market,Ready To Move,Srirampura,6,,8397,49,IHS,2,32
Super Market,Ready To Move,7th Phase JP Nagar,1,PrBayGa,6000,16,IHS,2,70
Super Market,Ready To Move,Whitefield,1,SruntFa,27875,19,Locker,3,10
Drug Store,Ready To Move,Dodda Nekkundi,2,Adowslm,38025,8,Locker,3,12
Super Market,44186,Talaghattapura,2,Sodgere,39750,33,Locker,3,1
Super Market,Ready To Move,Whitefield,2,Soeurri,25875,49,IHS,2,80
Super Market,Ready To Move,Shetty Halli,5,,19375,14,Locker,3,59
Super Market,Ready To Move,Thanisandra,3,SIHSsut,32725,7,3P,1,14
General Store,Ready To Move,Bellandur,3,,29250,17,IHS,2,35
Super Market,Ready To Move,Yeshwanthpur,2,Ahriaup,72500,17,IHS,2,100
Super Market,Ready To Move,Hennur,5,Dhalsh ,30125,32,Locker,3,10
Super Market,44183,HBR Layout,3,Sonue A,27275,37,IHS,2,37
Super Market,Ready To Move,Rajaji Nagar,2,Nadhian,26525,49,Helix,4,34
Drug Store,Ready To Move,Hebbal,2,,26250,3,Helix,4,68
Super Market,Ready To Move,Uttarahalli,2,Prarkun,24000,1,IHS,2,94
Super Market,Ready To Move,Gottigere,2,,43000,28,Locker,3,52
General Store,Ready To Move,Thigalarapalya,3,Vaens G,16800,0,3P,1,87
Super Market,Ready To Move,Electronic City,2,Prldsri,24750,1,Locker,3,61
General Store,Ready To Move,Hebbal,2,,36250,19,Locker,3,80
Super Market,Ready To Move,Kudlu,2,,28500,16,IHS,2,30
Drug Store,44183,Bommanahalli,3,Theanmp,30500,7,IHS,2,94
Super Market,Ready To Move,Sathya Sai Layout,4,Maowsve,12000,21,Locker,3,7
Drug Store,Ready To Move,Whitefield,3,,44400,4,Locker,3,59
Super Market,Ready To Move,Parappana Agrahara,1,Niareum,27050,10,IHS,2,76
Drug Store,Ready To Move,Rajaji Nagar,5,Thessrm,38000,7,IHS,2,99
Super Market,44063,Hennur,2,AsNowre,38675,29,IHS,2,96
Drug Store,43848,Hulimavu,3,,25625,7,Helix,4,65
Super Market,Ready To Move,Tavarekere,7,,10000,6,IHS,2,40
Super Market,Ready To Move,Gopal Reddy Layout,3,GMown E,6000,27,IHS,2,24
General Store,Ready To Move,Kengeri Hobli,3,,25000,10,Locker,3,66
Super Market,Ready To Move,Seshadripuram,2,,31300,44,Locker,3,6
Super Market,Ready To Move,Bommasandra Industrial Area,3,HMeuran,36125,40,IHS,2,7
General Store,Ready To Move,TC Palaya,3,MaentNa,30750,7,Helix,4,87
Drug Store,Ready To Move,Vasantha Vallabha Nagar,3,Mae 2ra,36875,8,Locker,3,63
Super Market,Ready To Move,Shantiniketan Layout,2,Peide L,11925,44,Locker,3,30
Super Market,Ready To Move,Varthur,3,,20700,44,IHS,2,74
Drug Store,Ready To Move,7th Phase JP Nagar,3,,32060,2,IHS,2,21
Super Market,Ready To Move,Electronic City,3,,48250,34,Locker,3,23
General Store,18-May,Mahadevpura,2,,50000,1,Helix,4,42
General Store,Ready To Move,Yelahanka,2,,28500,18,Locker,3,18
Super Market,Ready To Move,Jeevan bima nagar,3,Puachal,19250,22,IHS,2,87
Drug Store,Ready To Move,Ilyas Nagar,4,,29850,3,Helix,4,47
Super Market,Ready To Move,Whitefield,2,,35000,42,Locker,3,55
Drug Store,Ready To Move,Rajaji Nagar,4,,9000,5,IHS,2,13
Super Market,Ready To Move,Tala Cauvery Layout,3,Sksia A,24000,45,Helix,4,79
General Store,44030,Gollarapalya Hosahalli,2,Sryalan,6930,0,IHS,2,80
Drug Store,Ready To Move,Basaveshwara Nagar,5,BDensar,82500,9,IHS,2,45
Super Market,Ready To Move,Ardendale,2,,9000,13,IHS,2,12
Super Market,Ready To Move,Amruthahalli,3,Brway G,12000,15,IHS,2,11
Drug Store,Ready To Move,Gunjur,3,,29625,5,Helix,4,58
Super Market,Ready To Move,OMBR Layout,2,Itelaa ,20400,12,Helix,4,15
Super Market,Ready To Move,Seetharampalya,3,,35000,27,IHS,2,37
Drug Store,Ready To Move,Raja Rajeshwari Nagar,2,Prowser,44125,7,Locker,3,37
Super Market,Ready To Move,Old Madras Road,2,Corus C,18050,29,Locker,3,31
Super Market,Ready To Move,Varthur,2,,37700,24,IHS,2,3
Super Market,Ready To Move,Virupakshapura,2,Maidei ,8532,24,IHS,2,3
Super Market,Ready To Move,Whitefield,3,Sid 2ss,12000,14,Locker,3,71
Super Market,Ready To Move,Uttarahalli,2,,27000,33,IHS,2,87
Super Market,Ready To Move,Marsur,2,SLtias ,32500,33,Locker,3,10
General Store,44185,Murugeshpalya,3,,9450,6,IHS,2,3
Super Market,43908,Begur,3,Sidin J,44250,27,IHS,2,87
General Store,Ready To Move,Poorna Pragna Layout,3,Cerasy ,30550,16,IHS,2,37
Super Market,Ready To Move,Hennur,2,,12000,37,IHS,2,49
Super Market,Ready To Move,Thubarahalli,2,Jae 1hu,26100,22,IHS,2,89
General Store,Ready To Move,Vittasandra,2,RothaVa,12220,4,Locker,3,32
Super Market,Ready To Move,Sahakara Nagar,2,Adeatlm,28000,48,Locker,3,45
Super Market,Ready To Move,Uttarahalli,2,Soianal,79475,7,Locker,3,2
Drug Store,Ready To Move,Nagarbhavi,4,,3159,3,3P,1,40
Super Market,Ready To Move,Hennur,3,Shana S,8100,45,Helix,4,86
Super Market,19-Dec,Bapuji Nagar,4,Shitt S,10800,5,3P,1,54
Super Market,Ready To Move,Medahalli,3,Naiewre,31125,25,IHS,2,74
General Store,Ready To Move,8th Phase JP Nagar,3,,12870,11,Locker,3,25
General Store,Ready To Move,Electronic City,2,,12600,2,IHS,2,47
Drug Store,Ready To Move,Balagere,2,,12000,2,IHS,2,25
Super Market,Ready To Move,Sarjapur  Road,3,,35100,23,IHS,2,11
Super Market,Ready To Move,Gubbalala,4,GonumPl,13000,13,Locker,3,40
General Store,Ready To Move,Electronic City Phase II,2,,12000,11,Locker,3,64
Super Market,Ready To Move,Kamala Nagar,2,Saood S,12000,48,Locker,3,10
Super Market,Ready To Move,Electronic City,3,,27500,6,Locker,3,66
Drug Store,Ready To Move,5th Phase JP Nagar,7,FetatHa,10800,8,3P,1,92
Super Market,Ready To Move,BTM Layout,2,,47325,44,3P,1,8
General Store,Ready To Move,Tippenahalli,2,MauilTr,30500,9,3P,1,87
Super Market,Ready To Move,Badavala Nagar,2,,27875,13,IHS,2,34
General Store,Ready To Move,Whitefield,3,Vaidsi ,12000,14,3P,1,29
Super Market,Ready To Move,Electronic City,2,,12000,15,IHS,2,68
Super Market,Ready To Move,Devasthanagalu,3,Sonosty,30400,32,Locker,3,26
Super Market,Ready To Move,Hoodi,4,Pride S,22700,24,Locker,3,74
Super Market,43940,Marathahalli,3,ARipsul,6615,21,IHS,2,20
Drug Store,Ready To Move,Hosa Road,3,,32050,7,Locker,3,60
Drug Store,Ready To Move,Thanisandra,1,,33475,6,IHS,2,88
Gas Station,Ready To Move,Garudachar Palya,2,PuandHi,46525,12,Helix,4,90
Super Market,Ready To Move,Hebbal,2,,39500,26,IHS,2,1
Super Market,Ready To Move,Thanisandra,3,MenueNo,27200,43,3P,1,77
Drug Store,Ready To Move,Somasundara Palya,3,,38250,4,IHS,2,98
Drug Store,Ready To Move,Marathahalli,7,,22860,5,Helix,4,79
Super Market,Ready To Move,Thanisandra,2,Saciatt,12000,38,IHS,2,21
Drug Store,Ready To Move,Electronics City Phase 1,1,,12000,1,Locker,3,59
Super Market,Ready To Move,Wilson Garden,6,,9000,32,Locker,3,38
Super Market,44186,JP Nagar,4,PrarePa,13125,4,Helix,4,96
General Store,Ready To Move,Kumaraswami Layout,2,,35750,12,Locker,3,39
Super Market,Ready To Move,Electronic City Phase II,3,Maens G,30000,40,IHS,2,15
Super Market,Ready To Move,Akshaya Nagar,3,Prcesvy,10881,43,IHS,2,86
Super Market,Ready To Move,8th block Koramangala,2,Sortz Q,63000,29,Locker,3,49
Super Market,18-Mar,Hoodi,2,,12000,0,Locker,3,14
Super Market,Ready To Move,Raghavendra Nagar,5,Aklia R,31550,26,IHS,2,34
General Store,Ready To Move,Kammanahalli,2,ACopsva,12663,6,Helix,4,65
Drug Store,Ready To Move,6th Phase JP Nagar,3,,17800,4,IHS,2,92
Super Market,44031,Hennur Road,3,Thesseg,28125,0,Locker,3,48
General Store,Ready To Move,Kudlu,2,Prodsm ,29375,0,IHS,2,38
Super Market,18-Apr,Jakkur,3,Muistry,14850,1,IHS,2,79
General Store,Ready To Move,Mariyannapalya,2,,31250,11,IHS,2,65
Drug Store,Ready To Move,Abbigere,3,,27500,4,IHS,2,87
Super Market,Ready To Move,Sneha Colony,2,Indesve,16200,40,Locker,3,10
Super Market,43909,Sarjapur  Road,3,Puachal,6720,43,Locker,3,53
General Store,Ready To Move,Sarjapur  Road,3,,30500,8,Locker,3,17
Super Market,43969,Gunjur,5,Coomee ,62500,43,Locker,3,47
Super Market,Ready To Move,Kannamangala,3,Keleti ,51200,28,IHS,2,83
General Store,Ready To Move,Begur Road,3,,28800,8,Locker,3,85
Super Market,Ready To Move,BTM 4th Stage,2,DNeremo,#VALUE!,22,Locker,3,96
Super Market,Ready To Move,Horamavu Banaswadi,2,,47500,33,Locker,3,70
General Store,Ready To Move,HRBR Layout,4,,30625,3,Helix,4,27
Super Market,Ready To Move,Bommasandra,5,,27000,49,IHS,2,37
Drug Store,Ready To Move,Electronic City,2,Sreat R,41125,1,Helix,4,20
Super Market,43908,Gubbalala,4,SheldGr,29925,16,IHS,2,50
General Store,Ready To Move,Dasanapura,1,,42650,10,IHS,2,46
Super Market,Ready To Move,Vittasandra,2,ThhtsV ,45500,40,3P,1,84
Super Market,18-Aug,Whitefield,4,SNnia E,27500,2,IHS,2,62
General Store,Ready To Move,Sarjapur  Road,2,,30000,18,IHS,2,43
Super Market,Ready To Move,Lakshminarayana Pura,2,JRrnauv,36425,36,IHS,2,27
Super Market,Ready To Move,Electronic City,3,SrEndPo,23075,9,3P,1,74
Super Market,Ready To Move,Sarjapur  Road,3,Asintas,62500,0,Locker,3,27
Super Market,Ready To Move,Hulimavu,2,,10800,25,Locker,3,9
Super Market,18-Oct,Thigalarapalya,3,DSnjh S,32375,43,Helix,4,85
Drug Store,Ready To Move,Gayathri Nagar,2,,42500,8,IHS,2,27
General Store,Ready To Move,Whitefield,3,SJcerpe,8280,0,Locker,3,2
General Store,43909,Whitefield,4,Gollela,7740,5,Locker,3,91
Super Market,Ready To Move,Marathahalli,3,Brway G,22970,39,IHS,2,18
Drug Store,Ready To Move,Rajaji Nagar,5,,8120,8,Locker,3,18
Super Market,Ready To Move,"RMV extension stage 2, rmv extension",4,,12000,8,IHS,2,14
Super Market,44061,Kasturi Nagar,5,Vrenty ,7200,28,Helix,4,47
Super Market,Ready To Move,Hulimavu,2,Dhalsh ,24625,27,Helix,4,80
Super Market,Ready To Move,CV Raman Nagar,2,SoechHa,#VALUE!,28,Locker,3,49
General Store,44186,Whitefield,2,Bhe 2ko,22750,17,IHS,2,34
Super Market,Ready To Move,Dr Shivarama Karantha Nagar,2,,36175,14,Locker,3,57
Super Market,Ready To Move,Madavara,4,PhestOn,31750,5,IHS,2,30
Drug Store,Ready To Move,Sarjapur  Road,3,,49775,3,Helix,4,62
Super Market,Ready To Move,GM Palaya,1,Vanami ,25000,16,Locker,3,54
Super Market,43848,Ambalipura,2,Kelia R,37625,8,IHS,2,73
Drug Store,Ready To Move,Judicial Layout,4,,51500,7,IHS,2,93
Super Market,18-May,Vidyaranyapura,2,,52975,48,3P,1,44
Super Market,18-Dec,Kaggadasapura,3,Nileyap,31375,21,IHS,2,89
Super Market,Ready To Move,Sarjapur  Road,3,AbiewLa,28375,32,IHS,2,97
Super Market,Ready To Move,Kadugodi,9,MJinala,31250,10,Locker,3,96
Super Market,43909,Hennur Road,3,Skume R,34227.5,9,IHS,2,83
Super Market,Ready To Move,Electronic City Phase II,3,Pantsce,12600,31,IHS,2,65
Drug Store,43849,Thanisandra,2,,45750,8,3P,1,9
Drug Store,Immediate Possession,Ramamurthy Nagar,3,Emngs S,17150,5,IHS,2,28
General Store,Ready To Move,Ashirvad Colony,2,Prrtht ,24000,9,IHS,2,75
Super Market,Ready To Move,Banagiri Nagar,3,,32875,28,3P,1,3
Super Market,Ready To Move,Ambedkar Nagar,3,,18000,21,IHS,2,99
Super Market,Ready To Move,MS Pallya,3,,42000,38,Helix,4,15
Super Market,Ready To Move,Banashankari,3,,9180,31,Helix,4,85
General Store,Ready To Move,Whitefield,3,,36250,16,IHS,2,66
Super Market,Ready To Move,Mallasandra,3,Puncyya,27250,24,3P,1,61
General Store,44061,Marathahalli,3,,14670,15,3P,1,67
Super Market,Ready To Move,Raja Rajeshwari Nagar,3,PhestOn,13068,18,IHS,2,41
Super Market,Ready To Move,Adarsh Nagar,2,Mangsr ,37000,31,Locker,3,2
Super Market,18-Apr,Bommanahalli,3,Oznuean,33375,7,IHS,2,95
Super Market,Ready To Move,Basavangudi,3,MCrds S,34227.5,30,IHS,2,26
Drug Store,Ready To Move,Domlur,3,,10485,9,3P,1,50
Super Market,44185,Sarakki Nagar,6,PrarePa,31300,28,Helix,4,14
Super Market,Ready To Move,JP Nagar,3,,#VALUE!,28,Locker,3,76
General Store,Ready To Move,Poorna Pragna Layout,2,,50000,9,IHS,2,79
Super Market,44155,Bethel Nagar,3,PritaDo,56000,17,IHS,2,27
Drug Store,Ready To Move,Kammasandra,2,,11826,0,Locker,3,54
General Store,Ready To Move,Whitefield,3,,17800,0,IHS,2,49
Super Market,44030,Raja Rajeshwari Nagar,3,Rosha I,54925,0,Locker,3,50
Super Market,18-Aug,Hoodi,3,ProdsWe,29175,0,IHS,2,88
Super Market,Ready To Move,JP Nagar,1,,11565,23,IHS,2,20
Super Market,Ready To Move,Horamavu Banaswadi,2,Mailsaf,29625,10,IHS,2,78
Drug Store,Ready To Move,Varthur,3,,28800,2,Locker,3,4
Drug Store,Ready To Move,Thigalarapalya,2,,33100,2,IHS,2,42
Super Market,43849,Cooke Town,3,SuVue S,7200,34,Locker,3,10
Super Market,Ready To Move,Hoodi,3,,24300,42,3P,1,70
Super Market,Ready To Move,Hormavu,2,DSons S,10125,17,Locker,3,52
Drug Store,Ready To Move,Doddabele,2,,60625,6,Locker,3,53
Super Market,Ready To Move,Whitefield,3,,42500,49,IHS,2,37
General Store,Ready To Move,Ramamohanapuram,4,Corus C,16125,1,IHS,2,39
Super Market,43969,Sarjapur  Road,,,63325,9,Locker,3,29
Super Market,Ready To Move,7th Phase JP Nagar,2,Brods W,25800,7,IHS,2,75
Super Market,Ready To Move,Ramakrishnappa Layout,3,,12600,8,IHS,2,51
Super Market,Ready To Move,Mysore Road,3,,29875,2,Locker,3,94
General Store,Ready To Move,Hoodi,2,Ocavees,35250,16,Locker,3,78
Super Market,43969,Krishna Reddy Layout,3,Shitt S,26500,14,IHS,2,10
Super Market,43969,Sarjapur  Road,2,Sryalan,54500,41,Locker,3,40
General Store,Ready To Move,Kambipura,2,Bront A,56425,9,IHS,2,95
Super Market,Ready To Move,Prithvi Layout,2,Elodsre,12000,10,IHS,2,45
Super Market,Ready To Move,Hennagara,6,DSingSt,32000,12,IHS,2,40
Drug Store,Ready To Move,Kudlu,2,,16125,6,Locker,3,1
Super Market,Ready To Move,Haralur Road,3,,26250,18,3P,1,71
General Store,Ready To Move,Roopena Agrahara,3,Srure S,5400,14,3P,1,40
General Store,Ready To Move,Bellandur,2,,8730,1,IHS,2,66
Super Market,Ready To Move,Sector 3 HSR Layout,9,DLhtsen,33500,12,IHS,2,94
Drug Store,Ready To Move,7th Phase JP Nagar,2,,23225,1,Locker,3,55
Super Market,Ready To Move,Hongasandra,2,Maity W,31150,47,3P,1,2
